,Name,Company,City,Year,KM_Driven,No._of_Owners,Fuel_Type,Calculated_Score,Original_Price,Discount,On_Road_Price
3075,FORDECOSPORT,FORD,Bangalore,2019,34293,1,Diesel,740000,1028599,49500,979099
3076,TATATIAGO,TATA,Bangalore,2020,67113,1,Petrol,507000,648999,0,648999
3077,HYUNDAINEW SANTRO,HYUNDAI,Bangalore,2019,33946,2,Petrol,507000,500899,0,500899
3078,MARUTIVITARA BREZZA,MARUTI,Bangalore,2016,67977,3,Diesel,644000,845799,55700,790099
3079,HYUNDAII10,HYUNDAI,Bangalore,2016,25752,1,Petrol,362000,447699,0,447699
3080,KIASONET,KIA,Bangalore,2020,38471,1,Petrol,715000,979999,19200,960799
3081,HYUNDAICRETA,HYUNDAI,Bangalore,2016,72825,1,Petrol,204000,952599,20000,932599
3082,HONDAAMAZE,HONDA,Bangalore,2015,90826,1,Petrol,204000,437399,5000,432399
3083,HYUNDAIGRAND I10,HYUNDAI,Bangalore,2017,19347,2,Petrol,338000,506599,15450,491149
3084,RENAULTDUSTER,RENAULT,Bangalore,2018,22036,2,Petrol,740000,931699,72400,859299
3085,HYUNDAINEW SANTRO,HYUNDAI,Bangalore,2019,47871,2,Petrol,507000,491799,0,491799
3086,HYUNDAICRETA,HYUNDAI,Bangalore,2019,12651,2,Petrol,734000,1486099,164600,1321499
3087,RENAULTDUSTER,RENAULT,Bangalore,2015,77951,3,Diesel,204000,641999,0,641999
3088,HYUNDAINEW SANTRO,HYUNDAI,Bangalore,2019,30676,1,Petrol,507000,510399,19100,491299
3089,MARUTIALTO 800,MARUTI,Bangalore,2013,26846,1,Petrol,1040000,312699,0,312699
3090,TATATIAGO,TATA,Bangalore,2020,44484,1,Petrol,507000,678249,0,678249
3091,HYUNDAIGRAND I10,HYUNDAI,Bangalore,2017,38231,2,Petrol,338000,533499,15900,517599
3092,HYUNDAICRETA,HYUNDAI,Bangalore,2015,67310,1,Petrol,362000,930099,0,930099
3093,MARUTIWAGON R 1.0,MARUTI,Bangalore,2012,58422,1,Petrol,362000,382799,17600,365199
3094,MARUTISWIFT,MARUTI,Bangalore,2018,43548,1,Petrol,507000,708899,9900,698999
3095,HONDAWR-V,HONDA,Bangalore,2017,21736,2,Diesel,740000,844799,0,844799
3096,MARUTIWAGON R 1.0,MARUTI,Bangalore,2010,41952,1,Petrol,507000,335999,0,335999
3097,TATATIAGO,TATA,Bangalore,2018,52536,1,Petrol,507000,523499,30900,492599
3098,MARUTICELERIO,MARUTI,Bangalore,2018,78892,2,Petrol,507000,469699,0,469699
3099,HYUNDAII10,HYUNDAI,Bangalore,2012,49058,2,Petrol,362000,344699,0,344699
3100,DATSUNREDI GO,DATSUN,Bangalore,2016,23342,2,Petrol,362000,280599,6200,274399
3101,HYUNDAIGRAND I10,HYUNDAI,Bangalore,2019,10400,1,Petrol,734000,713199,26400,686799
3102,KIASELTOS,KIA,Bangalore,2019,20453,1,Petrol,948000,1915899,0,1915899
3103,FORDECOSPORT,FORD,Bangalore,2019,43638,1,Diesel,715000,993899,28200,965699
3104,HYUNDAII10,HYUNDAI,Bangalore,2013,47050,1,Petrol,362000,378799,5500,373299
3105,HYUNDAIGRAND I10 NIOS,HYUNDAI,Bangalore,2020,26118,1,Petrol,734000,731199,0,731199
3106,RENAULTKWID,RENAULT,Bangalore,2019,19927,1,Petrol,734000,480399,36900,443499
3107,MAHINDRAMARAZZO,MAHINDRA,Bangalore,2021,9542,1,Diesel,948000,1573799,110500,1463299
3108,MARUTIALTO K10,MARUTI,Bangalore,2014,45938,2,Petrol,362000,306499,20600,285899
3109,FORDECOSPORT,FORD,Bangalore,2016,84947,1,Diesel,204000,701599,0,701599
3110,FORDECOSPORT,FORD,Bangalore,2016,90981,1,Diesel,507000,709199,15600,693599
3111,HONDAJAZZ,HONDA,Bangalore,2019,19303,1,Petrol,734000,782899,8200,774699
3112,TATATIAGO,TATA,Bangalore,2018,32258,1,Petrol,740000,535899,10000,525899
3113,HONDACITY,HONDA,Bangalore,2014,23046,1,Petrol,362000,674799,23000,651799
3114,HONDABRIO,HONDA,Bangalore,2014,49255,2,Petrol,362000,423399,12200,411199
3115,MARUTISWIFT,MARUTI,Bangalore,2018,35869,1,Petrol,338000,730499,0,730499
3116,MARUTIALTO 800,MARUTI,Bangalore,2016,98838,1,Petrol,507000,324799,5000,319799
3117,RENAULTKWID,RENAULT,Bangalore,2016,50715,1,Petrol,280000,413199,20000,393199
3118,HYUNDAIGRAND I10,HYUNDAI,Bangalore,2014,51767,1,Petrol,362000,505399,21000,484399
3119,HONDACITY,HONDA,Bangalore,2019,59423,1,Petrol,507000,948599,43000,905599
3120,HYUNDAIGRAND I10,HYUNDAI,Bangalore,2015,48412,3,Diesel,362000,511299,0,511299
3121,HYUNDAIELITE I20,HYUNDAI,Bangalore,2015,71410,2,Diesel,204000,698999,6100,692899
3122,MARUTIEECO,MARUTI,Bangalore,2019,31631,1,Petrol,507000,494799,5000,489799
3123,RENAULTKWID,RENAULT,Bangalore,2020,21144,1,Petrol,507000,552299,12200,540099
3124,HONDAAMAZE,HONDA,Bangalore,2014,54126,2,Petrol,362000,458099,14400,443699
3125,TATANEXON,TATA,Bangalore,2019,28283,1,Petrol,948000,808799,0,808799
3126,MARUTICIAZ,MARUTI,Bangalore,2017,65702,2,Petrol,507000,687899,5000,682899
3127,MARUTIS CROSS,MARUTI,Bangalore,2021,5669,1,Petrol,948000,1306199,100500,1205699
3128,MARUTICELERIO,MARUTI,Bangalore,2017,51025,1,Petrol,507000,534099,26000,508099
3129,TATATIAGO,TATA,Bangalore,2018,45107,1,Petrol,507000,519299,8600,510699
3130,HYUNDAII10,HYUNDAI,Bangalore,2014,89154,2,Petrol,204000,347899,0,347899
3131,HYUNDAINEW SANTRO,HYUNDAI,Bangalore,2021,11294,1,Petrol,507000,647399,43300,604099
3132,HONDACITY,HONDA,Bangalore,2014,59119,2,Petrol,362000,609499,5000,604499
3133,HYUNDAINEW SANTRO,HYUNDAI,Bangalore,2020,16957,1,Petrol,734000,569899,0,569899
3134,HYUNDAIGRAND I10,HYUNDAI,Bangalore,2019,12615,1,Petrol,734000,695099,0,695099
3135,HYUNDAIEON,HYUNDAI,Bangalore,2016,59316,1,Petrol,280000,339499,8000,331499
3136,MARUTIDZIRE,MARUTI,Bangalore,2018,23996,1,Petrol,338000,713699,37100,676599
3137,HYUNDAIGRAND I10 NIOS,HYUNDAI,Bangalore,2020,14413,1,Petrol,734000,778799,0,778799
3138,HYUNDAIGRAND I10,HYUNDAI,Bangalore,2017,16645,1,Petrol,362000,641999,19900,622099
3139,HONDABRIO,HONDA,Bangalore,2016,28718,2,Petrol,362000,463399,0,463399
3140,HYUNDAINEW I20,HYUNDAI,Bangalore,2021,9259,1,Petrol,948000,991499,62000,929499
3141,MARUTIWAGON R 1.0,MARUTI,Bangalore,2015,33280,1,Petrol,362000,453499,0,453499
3142,TATANEXON,TATA,Bangalore,2021,13539,1,Diesel,715000,1307199,43300,1263899
3143,HYUNDAINEW SANTRO,HYUNDAI,Bangalore,2019,68840,1,Petrol,507000,462299,0,462299
3144,HYUNDAIVENUE,HYUNDAI,Bangalore,2020,67527,1,Petrol,715000,1029399,69500,959899
3145,RENAULTKWID,RENAULT,Bangalore,2018,36210,1,Petrol,338000,462299,26000,436299
3146,TATANEXON,TATA,Bangalore,2018,16894,1,Petrol,338000,1075599,0,1075599
3147,HYUNDAIGRAND I10,HYUNDAI,Bangalore,2015,41121,1,Petrol,362000,531799,15600,516199
3148,HYUNDAIVENUE,HYUNDAI,Bangalore,2019,18933,1,Petrol,948000,1247599,113700,1133899
3149,MARUTISWIFT,MARUTI,Bangalore,2014,66640,1,Petrol,362000,573099,0,573099
3150,TATATIAGO,TATA,Bangalore,2018,65303,2,Petrol,507000,444899,15400,429499
3151,MARUTISWIFT,MARUTI,Bangalore,2018,66793,1,Diesel,507000,769899,38400,731499
3152,FORDECOSPORT,FORD,Bangalore,2016,45461,1,Petrol,362000,689699,15300,674399
3153,MARUTIBALENO,MARUTI,Bangalore,2018,13441,1,Petrol,740000,760499,44900,715599
3154,HYUNDAIELITE I20,HYUNDAI,Bangalore,2017,37959,1,Petrol,740000,653199,8100,645099
3155,MARUTIBALENO,MARUTI,Bangalore,2019,75232,1,Petrol,507000,716599,33000,683599
3156,HYUNDAICRETA,HYUNDAI,Bangalore,2016,75758,2,Diesel,204000,1090249,73850,1016399
3157,HYUNDAIVERNA,HYUNDAI,Bangalore,2019,21667,1,Petrol,734000,1258549,0,1258549
3158,TATANEXON,TATA,Bangalore,2018,32961,1,Diesel,338000,1016299,15100,1001199
3159,VOLKSWAGENAMEO,VOLKSWAGEN,Bangalore,2017,45831,2,Diesel,338000,739499,0,739499
3160,TATATIAGO,TATA,Bangalore,2018,60745,1,Petrol,507000,488899,20000,468899
3161,RENAULTKWID,RENAULT,Bangalore,2019,28966,1,Petrol,734000,459999,0,459999
3162,HONDACITY,HONDA,Bangalore,2019,34364,1,Petrol,507000,975599,38200,937399
3163,HONDAJAZZ,HONDA,Bangalore,2019,13486,2,Petrol,338000,827599,12500,815099
3164,KIASONET,KIA,Bangalore,2020,24319,1,Petrol,715000,1420599,149200,1271399
3165,HYUNDAIVERNA,HYUNDAI,Bangalore,2018,23422,2,Petrol,338000,935999,6900,929099
3166,HYUNDAIELITE I20,HYUNDAI,Bangalore,2014,90015,1,Diesel,204000,600799,0,600799
3167,MARUTIWAGON R 1.0,MARUTI,Bangalore,2014,33716,2,Petrol,362000,400499,17700,382799
3168,HONDACITY,HONDA,Bangalore,2018,20105,1,Petrol,338000,1013099,52000,961099
3169,HYUNDAIELITE I20,HYUNDAI,Bangalore,2019,29096,1,Petrol,734000,885199,21600,863599
3170,HYUNDAIGRAND I10,HYUNDAI,Bangalore,2014,48454,1,Petrol,362000,491999,0,491999
3171,HYUNDAINEW I20,HYUNDAI,Bangalore,2020,14016,2,Petrol,734000,1220199,25900,1194299
3172,HYUNDAIGRAND I10,HYUNDAI,Bangalore,2016,35449,2,Petrol,362000,497099,5000,492099
3173,MARUTIVITARA BREZZA,MARUTI,Bangalore,2020,29891,2,Petrol,715000,1198599,47700,1150899
3174,FORDECOSPORT,FORD,Bangalore,2019,22922,1,Petrol,734000,969499,24300,945199
3175,HYUNDAIVERNA,HYUNDAI,Bangalore,2016,63730,2,Petrol,204000,703499,26800,676699
3176,HYUNDAIGRAND I10 NIOS,HYUNDAI,Bangalore,2020,41898,2,Diesel,507000,706799,7600,699199
3177,FORDECOSPORT,FORD,Bangalore,2019,39576,1,Diesel,507000,1081899,34900,1046999
3178,HYUNDAIVENUE,HYUNDAI,Bangalore,2019,23510,1,Petrol,734000,1241399,0,1241399
3179,HYUNDAIVERNA,HYUNDAI,Bangalore,2016,49877,1,Diesel,1040000,843599,12600,830999
3180,RENAULTDUSTER,RENAULT,Bangalore,2016,73781,1,Diesel,204000,877899,0,877899
3181,MARUTIALTO K10,MARUTI,Bangalore,2014,77037,2,Petrol,362000,298999,12900,286099
3182,HYUNDAIELITE I20,HYUNDAI,Bangalore,2014,73654,2,Diesel,362000,593599,0,593599
3183,RENAULTDUSTER,RENAULT,Bangalore,2013,97674,1,Diesel,204000,636299,0,636299
3184,RENAULTTRIBER,RENAULT,Bangalore,2021,20830,2,Petrol,507000,807899,55700,752199
3185,TATANEXON,TATA,Bangalore,2019,10780,1,Petrol,734000,1084999,0,1084999
3186,TATAALTROZ,TATA,Bangalore,2020,9286,1,Petrol,734000,866199,0,866199
3187,HONDACITY,HONDA,Bangalore,2015,93906,1,Petrol,204000,692099,18800,673299
3188,KIASELTOS,KIA,Bangalore,2020,29605,1,Petrol,715000,1305399,0,1305399
3189,HYUNDAIGRAND I10 NIOS,HYUNDAI,Bangalore,2020,20658,1,Petrol,507000,715099,21500,693599
3190,TATANEXON,TATA,Bangalore,2019,31511,1,Diesel,507000,1188199,34500,1153699
3191,HYUNDAIGRAND I10,HYUNDAI,Bangalore,2019,77360,1,Petrol,507000,579799,0,579799
3192,HYUNDAIVERNA,HYUNDAI,Bangalore,2016,31521,1,Petrol,362000,794899,76200,718699
3193,HYUNDAINEW I20,HYUNDAI,Bangalore,2020,18831,1,Petrol,948000,1017099,0,1017099
3194,MARUTICIAZ,MARUTI,Bangalore,2019,29034,1,Petrol,734000,915399,23600,891799
3195,MARUTIDZIRE,MARUTI,Bangalore,2018,25101,2,Petrol,338000,709999,49100,660899
3196,HYUNDAIELITE I20,HYUNDAI,Bangalore,2015,73612,1,Petrol,204000,592199,0,592199
3197,HYUNDAINEW I20,HYUNDAI,Bangalore,2020,19012,1,Petrol,948000,1198699,0,1198699
3198,TATANEXON,TATA,Bangalore,2019,18057,2,Petrol,948000,981299,0,981299
3199,RENAULTKWID,RENAULT,Bangalore,2019,18953,1,Petrol,734000,496199,10000,486199
3200,HYUNDAICRETA,HYUNDAI,Bangalore,2017,70314,1,Diesel,630000,1208199,0,1208199
3201,HYUNDAIGRAND I10,HYUNDAI,Bangalore,2017,68097,1,Diesel,507000,506799,21900,484899
3202,MARUTIBALENO,MARUTI,Bangalore,2018,37747,1,Petrol,338000,697799,79400,618399
3203,RENAULTTRIBER,RENAULT,Bangalore,2022,29596,1,Petrol,507000,759199,13900,745299
3204,HYUNDAIVERNA,HYUNDAI,Bangalore,2015,35115,1,Petrol,362000,766899,43200,723699
3205,MARUTICELERIO,MARUTI,Bangalore,2017,32879,1,Petrol,338000,523799,0,523799
3206,RENAULTDUSTER,RENAULT,Bangalore,2015,68450,1,Diesel,362000,695399,7020,688379
3207,FORDECOSPORT,FORD,Bangalore,2019,57342,1,Diesel,507000,1059899,65100,994799
3208,RENAULTKWID,RENAULT,Bangalore,2016,85057,1,Petrol,204000,372099,0,372099
3209,HYUNDAIGRAND I10,HYUNDAI,Bangalore,2017,91564,1,Petrol,507000,539799,25500,514299
3210,HONDABRIO,HONDA,Bangalore,2013,57528,1,Petrol,362000,431499,0,431499
3211,MARUTIS CROSS,MARUTI,Bangalore,2018,47578,1,Diesel,630000,1004999,0,1004999
3212,FORDECOSPORT,FORD,Bangalore,2016,55817,2,Petrol,362000,746799,28700,718099
3213,MARUTIWAGON R 1.0,MARUTI,Bangalore,2015,44623,1,Petrol,362000,436999,0,436999
3214,HYUNDAIGRAND I10,HYUNDAI,Bangalore,2019,22060,1,Petrol,338000,657399,0,657399
3215,MAHINDRAXUV500,MAHINDRA,Bangalore,2017,98655,1,Diesel,715000,1467899,139300,1328599
3216,MARUTIDZIRE,MARUTI,Bangalore,2018,47201,1,Diesel,507000,857199,0,857199
3217,DATSUNREDI GO,DATSUN,Bangalore,2017,51449,2,Petrol,280000,286799,0,286799
3218,HYUNDAINEW SANTRO,HYUNDAI,Bangalore,2018,17076,1,Petrol,740000,594699,0,594699
3219,HYUNDAII20,HYUNDAI,Bangalore,2014,69409,2,Petrol,362000,478999,0,478999
3220,HYUNDAIELITE I20,HYUNDAI,Bangalore,2017,27649,1,Petrol,362000,746449,0,746449
3221,HYUNDAICRETA,HYUNDAI,Bangalore,2016,29093,2,Petrol,1040000,897199,5000,892199
3222,MAHINDRAMARAZZO,MAHINDRA,Bangalore,2019,17056,1,Diesel,338000,1294099,33950,1260149
3223,RENAULTKWID,RENAULT,Bangalore,2016,23698,1,Petrol,362000,367999,0,367999
3224,MARUTICIAZ,MARUTI,Bangalore,2019,36863,2,Petrol,507000,891599,55300,836299
3225,KIASELTOS,KIA,Bangalore,2019,35765,1,Petrol,507000,1240799,48400,1192399
3226,HYUNDAINEW I20,HYUNDAI,Bangalore,2020,15479,1,Petrol,948000,997999,0,997999
3227,MARUTICELERIO,MARUTI,Bangalore,2017,61254,1,Petrol,507000,502399,0,502399
3228,HYUNDAIGRAND I10 NIOS,HYUNDAI,Bangalore,2020,79941,1,Petrol,507000,787099,0,787099
3229,MARUTISWIFT,MARUTI,Bangalore,2018,46148,1,Petrol,507000,748899,12400,736499
3230,HYUNDAIVENUE,HYUNDAI,Bangalore,2020,8900,2,Petrol,948000,1275599,0,1275599
3231,HONDACITY,HONDA,Bangalore,2020,21302,1,Petrol,507000,1435899,97700,1338199
3232,VOLKSWAGENVENTO,VOLKSWAGEN,Bangalore,2016,41836,2,Petrol,362000,864199,20800,843399
3233,MARUTIBALENO,MARUTI,Bangalore,2016,39984,1,Petrol,362000,651499,22000,629499
3234,MARUTIDZIRE,MARUTI,Bangalore,2018,40663,1,Petrol,507000,710199,32900,677299
3235,HYUNDAIELITE I20,HYUNDAI,Bangalore,2015,99605,1,Petrol,204000,570899,0,570899
3236,HONDACITY,HONDA,Bangalore,2017,24846,1,Petrol,338000,894199,25600,868599
3237,MARUTIBALENO,MARUTI,Bangalore,2017,17481,2,Petrol,740000,676549,0,676549
3238,HYUNDAIGRAND I10,HYUNDAI,Bangalore,2014,53517,1,Petrol,362000,492699,0,492699
3239,RENAULTKWID,RENAULT,Bangalore,2017,32857,1,Petrol,338000,425299,0,425299
3240,HONDAWR-V,HONDA,Bangalore,2019,15638,1,Petrol,734000,928199,37900,890299
3241,HYUNDAII20,HYUNDAI,Bangalore,2013,43709,1,Petrol,362000,557199,20300,536899
3242,MARUTIVITARA BREZZA,MARUTI,Bangalore,2018,62578,2,Diesel,715000,975799,19500,956299
3243,TATAALTROZ,TATA,Bangalore,2020,18180,1,Petrol,734000,854699,14300,840399
3244,MARUTIALTO K10,MARUTI,Bangalore,2013,66294,1,Petrol,362000,312799,17900,294899
3245,HYUNDAINEW SANTRO,HYUNDAI,Bangalore,2019,22887,1,Petrol,734000,594799,37200,557599
3246,MARUTIS PRESSO,MARUTI,Bangalore,2022,12117,1,Petrol,507000,614899,27300,587599
3247,HYUNDAIGRAND I10,HYUNDAI,Bangalore,2018,48549,2,Petrol,507000,558499,5000,553499
3248,HONDACITY,HONDA,Bangalore,2018,33027,1,Petrol,740000,940099,25400,914699
3249,MARUTICIAZ,MARUTI,Bangalore,2016,95140,1,Petrol,507000,706699,12200,694499
3250,RENAULTDUSTER,RENAULT,Bangalore,2017,25990,1,Petrol,338000,871599,8900,862699
3251,MARUTIWAGON R 1.0,MARUTI,Bangalore,2014,43536,1,Petrol,362000,405699,24700,380999
3252,MARUTIVITARA BREZZA,MARUTI,Bangalore,2016,94426,2,Diesel,715000,704199,0,704199
3253,HONDAJAZZ,HONDA,Bangalore,2017,34933,1,Petrol,338000,700599,22200,678399
3254,MARUTIWAGON R 1.0,MARUTI,Bangalore,2012,46363,2,Petrol,280000,361799,11250,350549
3255,KIASELTOS,KIA,Bangalore,2019,41769,1,Petrol,507000,1722399,180400,1541999
3256,MARUTIVITARA BREZZA,MARUTI,Bangalore,2018,53183,1,Diesel,630000,1077399,58100,1019299
3257,MARUTIEECO,MARUTI,Bangalore,2017,58128,1,Petrol,507000,435199,33800,401399
3258,RENAULTDUSTER,RENAULT,Bangalore,2016,80796,1,Diesel,644000,883599,7600,875999
3259,TATATIAGO,TATA,Bangalore,2018,55926,1,Petrol,507000,562999,18400,544599
3260,MARUTIDZIRE,MARUTI,Bangalore,2019,23676,2,Petrol,734000,796099,23400,772699
3261,HONDAAMAZE,HONDA,Bangalore,2014,79348,2,Petrol,362000,433699,8300,425399
3262,HYUNDAIGRAND I10,HYUNDAI,Bangalore,2016,97532,1,Petrol,507000,483399,17000,466399
3263,MARUTIBALENO,MARUTI,Bangalore,2017,15964,2,Petrol,740000,713099,0,713099
3264,HYUNDAIGRAND I10 NIOS,HYUNDAI,Bangalore,2020,13730,1,Petrol,734000,829599,30500,799099
3265,HYUNDAIELITE I20,HYUNDAI,Bangalore,2015,61900,2,Petrol,1040000,621299,0,621299
3266,HYUNDAIVERNA,HYUNDAI,Bangalore,2018,50133,1,Petrol,507000,885699,0,885699
3267,TATANEXON,TATA,Bangalore,2020,37395,1,Diesel,715000,1138699,34700,1103999
3268,HYUNDAIGRAND I10,HYUNDAI,Bangalore,2018,76215,2,Petrol,507000,601599,26800,574799
3269,HONDAAMAZE,HONDA,Bangalore,2017,29107,2,Petrol,338000,629299,31900,597399
3270,MARUTICELERIO,MARUTI,Bangalore,2018,48174,1,Petrol,507000,537799,0,537799
3271,RENAULTDUSTER,RENAULT,Bangalore,2017,64902,2,Diesel,630000,885999,0,885999
3272,MARUTIVITARA BREZZA,MARUTI,Bangalore,2020,52339,1,Petrol,715000,1128799,45800,1082999
3273,HYUNDAIVERNA,HYUNDAI,Bangalore,2016,29406,2,Petrol,362000,812399,63200,749199
3274,HYUNDAIGRAND I10,HYUNDAI,Bangalore,2016,32881,1,Petrol,362000,570399,0,570399
3275,HYUNDAIGRAND I10,HYUNDAI,Bangalore,2016,48136,1,Petrol,362000,516499,22300,494199
3276,HYUNDAII20 ACTIVE,HYUNDAI,Bangalore,2018,10625,1,Petrol,740000,782699,0,782699
3277,TATANEXON,TATA,Bangalore,2018,43822,2,Petrol,507000,918699,0,918699
3278,HONDACITY,HONDA,Bangalore,2015,30728,1,Petrol,362000,847799,24500,823299
3279,FORDECOSPORT,FORD,Bangalore,2018,24527,2,Petrol,740000,1133599,0,1133599
3280,HYUNDAIGRAND I10,HYUNDAI,Bangalore,2015,44771,1,Petrol,362000,531199,8000,523199
3281,HYUNDAIELITE I20,HYUNDAI,Bangalore,2016,92550,2,Diesel,715000,691699,21200,670499
3282,HYUNDAII10,HYUNDAI,Bangalore,2013,44913,2,Petrol,362000,362299,0,362299
3283,MARUTIS CROSS,MARUTI,Bangalore,2021,10497,1,Petrol,715000,1416999,92300,1324699
3284,MARUTIBALENO,MARUTI,Bangalore,2018,62250,1,Petrol,507000,635699,59300,576399
3285,JEEPCOMPASS,JEEP,Bangalore,2018,50753,1,Diesel,507000,1682599,259800,1422799
3286,FORDECOSPORT,FORD,Bangalore,2019,44039,1,Petrol,507000,1013799,7300,1006499
3287,MARUTIDZIRE,MARUTI,Bangalore,2018,15805,1,Petrol,338000,832599,16000,816599
3288,HONDACITY,HONDA,Bangalore,2017,26214,1,Petrol,338000,925599,13700,911899
3289,SKODARAPID,SKODA,Bangalore,2017,31023,2,Petrol,338000,793799,23300,770499
3290,TATATIAGO,TATA,Bangalore,2018,99119,1,Petrol,507000,558299,14600,543699
3291,MARUTIALTO,MARUTI,Bangalore,2022,4812,1,Petrol,734000,469399,14300,455099
3292,RENAULTKWID,RENAULT,Bangalore,2017,22971,2,Petrol,338000,463499,15500,447999
3293,MARUTIDZIRE,MARUTI,Bangalore,2017,24123,1,Petrol,338000,839299,5000,834299
3294,HYUNDAIGRAND I10 NIOS,HYUNDAI,Bangalore,2020,27224,1,Petrol,507000,712299,0,712299
3295,MAHINDRAXUV 3OO,MAHINDRA,Bangalore,2020,26447,2,Petrol,715000,1169199,35700,1133499
3296,MARUTIDZIRE,MARUTI,Bangalore,2019,80402,1,Diesel,715000,801899,18800,783099
3297,HYUNDAICRETA,HYUNDAI,Bangalore,2017,45644,3,Petrol,338000,1098399,112100,986299
3298,HYUNDAII20 ACTIVE,HYUNDAI,Bangalore,2016,48052,2,Petrol,362000,659899,0,659899
3299,HONDACITY,HONDA,Bangalore,2017,30069,1,Petrol,338000,899399,13400,885999
3300,MARUTIS PRESSO,MARUTI,Bangalore,2020,20814,1,Petrol,507000,537099,6800,530299
3301,RENAULTKWID,RENAULT,Bangalore,2018,25225,1,Petrol,338000,466099,5000,461099
3302,TATATIAGO,TATA,Bangalore,2017,65259,1,Petrol,507000,528599,5000,523599
3303,MARUTIS CROSS,MARUTI,Bangalore,2017,49700,2,Diesel,338000,746699,54450,692249
3304,HYUNDAICRETA,HYUNDAI,Bangalore,2017,93047,1,Diesel,715000,1056799,15700,1041099
3305,RENAULTKWID,RENAULT,Bangalore,2016,39669,1,Petrol,280000,385899,6600,379299
3306,HYUNDAIELITE I20,HYUNDAI,Bangalore,2018,26072,1,Petrol,740000,808599,0,808599
3307,MARUTIBALENO,MARUTI,Bangalore,2017,66052,1,Petrol,507000,654499,27500,626999
3308,HONDAJAZZ,HONDA,Bangalore,2017,20070,1,Petrol,338000,748199,67900,680299
3309,MARUTIALTO 800,MARUTI,Bangalore,2015,69910,2,Petrol,362000,304399,0,304399
3310,HYUNDAIELITE I20,HYUNDAI,Bangalore,2019,58406,1,Petrol,507000,748099,0,748099
3311,MARUTICIAZ,MARUTI,Bangalore,2017,40984,1,Petrol,338000,795899,26700,769199
3312,HYUNDAICRETA,HYUNDAI,Bangalore,2017,14280,2,Petrol,740000,1162299,0,1162299
3313,HYUNDAICRETA,HYUNDAI,Bangalore,2017,26232,2,Petrol,740000,1152199,60250,1091949
3314,HYUNDAIGRAND I10,HYUNDAI,Bangalore,2014,49600,2,Petrol,362000,447699,6500,441199
3315,HYUNDAICRETA,HYUNDAI,Bangalore,2017,80617,1,Diesel,715000,1201899,31900,1169999
3316,MARUTIALTO 800,MARUTI,Bangalore,2014,56968,1,Petrol,362000,312099,0,312099
3317,MARUTICELERIO,MARUTI,Bangalore,2014,90910,1,Petrol,322000,384199,5000,379199
3318,TATATIAGO,TATA,Bangalore,2017,50698,1,Petrol,507000,574299,0,574299
3319,MARUTIDZIRE,MARUTI,Bangalore,2017,58023,2,Petrol,507000,658099,11400,646699
3320,MARUTIDZIRE,MARUTI,Bangalore,2017,39313,1,Petrol,338000,772299,21800,750499
3321,JEEPCOMPASS,JEEP,Bangalore,2017,67646,2,Diesel,507000,1424399,25000,1399399
3322,JEEPCOMPASS,JEEP,Bangalore,2019,90208,1,Diesel,507000,1538999,134300,1404699
3323,MARUTIS PRESSO,MARUTI,Bangalore,2021,10534,2,Petrol,507000,566799,15600,551199
3324,TATANEXON,TATA,Bangalore,2019,50142,1,Diesel,507000,1144799,43400,1101399
3325,HYUNDAIXCENT,HYUNDAI,Bangalore,2017,18347,2,Petrol,740000,619799,0,619799
3326,HYUNDAIGRAND I10,HYUNDAI,Bangalore,2016,47796,1,Petrol,362000,513399,5000,508399
3327,MARUTIEECO,MARUTI,Bangalore,2019,29026,1,Petrol,715000,469299,20000,449299
3328,HONDABRIO,HONDA,Bangalore,2017,43650,1,Petrol,338000,646499,5000,641499
3329,HONDACITY,HONDA,Bangalore,2020,44064,2,Petrol,507000,940099,6300,933799
3330,TOYOTAYARIS,TOYOTA,Bangalore,2019,23134,1,Petrol,338000,1147799,0,1147799
3331,MARUTIALTO 800,MARUTI,Bangalore,2015,36142,1,Petrol,362000,326299,0,326299
3332,MARUTIWAGON R 1.0,MARUTI,Bangalore,2016,80760,1,Petrol,204000,416899,20200,396699
3333,MARUTIWAGON R 1.0,MARUTI,Bangalore,2012,72331,1,Petrol,362000,346899,0,346899
3334,MARUTIDZIRE,MARUTI,Bangalore,2017,32608,1,Petrol,338000,725599,0,725599
3335,HONDACITY,HONDA,Bangalore,2015,65098,1,Petrol,362000,721349,5000,716349
3336,MARUTIVITARA BREZZA,MARUTI,Bangalore,2018,62634,1,Diesel,715000,1077399,112300,965099
3337,MARUTIWAGON R 1.0,MARUTI,Bangalore,2015,32301,1,Petrol,362000,445699,16800,428899
3338,RENAULTKWID,RENAULT,Bangalore,2017,27272,2,Petrol,468000,387699,13400,374299
3339,HYUNDAIVENUE,HYUNDAI,Bangalore,2021,27755,1,Diesel,715000,1276599,27200,1249399
3340,MARUTIDZIRE,MARUTI,Bangalore,2017,93364,1,Petrol,715000,716699,20200,696499
3341,RENAULTDUSTER,RENAULT,Bangalore,2016,74350,2,Diesel,644000,838099,24100,813999
3342,FORDECOSPORT,FORD,Bangalore,2019,42796,1,Petrol,507000,1087899,9900,1077999
3343,MARUTIDZIRE,MARUTI,Bangalore,2018,69916,1,Diesel,507000,772399,10700,761699
3344,MARUTIALTO K10,MARUTI,Bangalore,2018,24358,1,Petrol,338000,425099,35000,390099
